Species,Num,min,max,mean,median,max-min
selenium hydride,2,7.09408485717363,7.1184763102977895,7.10628058373571,7.10628058373571,0.024391453124159135
phosphorus trihydride,2,9.421061403291835,9.737973114058555,9.579517258675196,9.579517258675196,0.3169117107667194
arsenic hydride,1,9.338173743486067,9.338173743486067,9.338173743486067,9.338173743486067,0.0
mercury,10,6.571283042360924,6.991136887921188,6.697857957425579,6.6453910145146455,0.4198538455602643
mercury(II) oxide,3,-24.01910270295074,-9.546812608597396,-14.646468831109999,-10.373491181781864,14.472290094353344
mercury dihydroxide,2,-4.867534450455582,-4.867534450455582,-4.867534450455582,-4.867534450455582,0.0
mercury dichloride,8,-12.388394202324129,-6.4457198193855785,-9.257325488489272,-9.546812608597396,5.94267438293855
mercury dibromide,3,-10.203592144986466,-3.951243718581427,-7.007256382676592,-6.866933284461882,6.252348426405039
mercury diiodide,1,-0.6418538861723948,-0.6418538861723948,-0.6418538861723948,-0.6418538861723948,0.0
methane,22,11.042921835724492,11.553747459490484,11.208749153067762,11.176453228349015,0.5108256237659923
ethane,16,10.819778284410283,11.250561200502737,10.895309791444902,10.871071578797833,0.4307829160924541
propane,13,11.042921835724492,11.543384672454938,11.151949926778693,11.107460356862063,0.5004628367304456
butane,12,11.250561200502737,11.736069016284437,11.380747575137468,11.330603908176274,0.4855078157817001
2-methylpropane,10,9.115030192171858,11.748647798491298,11.304096851561392,11.641340269454737,2.63361760631944
pentane,7,11.417615285165903,11.761386824268728,11.694281769464391,11.736069016284437,0.3437715391028249
2-methylbutane,2,11.841429531942264,11.841429531942264,11.841429531942264,11.841429531942264,0.0
dimethylpropane,5,12.0405582070526,12.822258784953991,12.24579517774387,12.0576526404119,0.7817005779013915
hexane,12,8.334871634622283,12.129111604394046,11.62649497882176,11.960312409176181,3.7942399697717626
2-methylpentane,4,11.250561200502737,12.07504438312377,11.839281264148083,12.015759736482913,0.8244831826210319
3-methylpentane,2,11.640758836480114,12.0576526404119,11.849205738446006,11.849205738446006,0.4168938039317869
"2,2-dimethylbutane",2,11.943708381062683,12.0576526404119,12.000680510737292,12.000680510737292,0.1139442593492177
"2,3-dimethylbutane",2,11.774290229104636,11.78736231067199,11.780826269888312,11.780826269888312,0.013072081567353067
heptane,10,11.330603908176274,12.53457671250221,12.196315557839881,12.32266958911403,1.203972804325936
2-methylhexane,3,10.871071578797833,12.750799820971846,12.124223740247174,12.750799820971846,1.8797282421740125
3-methylhexane,2,12.38042603267495,12.652359748158593,12.516392890416771,12.516392890416771,0.27193371548364276
"2,2-dimethylpentane",2,12.684108446473173,12.684108446473173,12.684108446473173,12.684108446473173,0.0
"2,3-dimethylpentane",2,12.07504438312377,12.07504438312377,12.07504438312377,12.07504438312377,0.0
"2,4-dimethylpentane",2,12.621588089491839,12.621588089491839,12.621588089491839,12.621588089491839,0.0
"3,3-dimethylpentane",2,12.129111604394046,12.147803737406198,12.138457670900122,12.138457670900122,0.018692133012152112
3-ethylpentane,1,12.454534004828673,12.454534004828673,12.454534004828673,12.454534004828673,0.0
"2,2,3-trimethylbutane",1,12.404523584254012,12.404523584254012,12.404523584254012,12.404523584254012,0.0
octane,10,10.414313176302118,13.122363377404328,12.485882146589683,12.684108446473173,2.7080502011022105
2-methylheptane,2,12.822258784953991,12.822258784953991,12.822258784953991,12.822258784953991,0.0
3-methylheptane,2,12.822258784953991,12.822258784953991,12.822258784953991,12.822258784953991,0.0
4-methylheptane,1,12.822258784953991,12.822258784953991,12.822258784953991,12.822258784953991,0.0
"2,2-dimethylhexane",2,12.750799820971846,12.859999112936837,12.805399466954341,12.805399466954341,0.10919929196499112
"2,3-dimethylhexane",1,12.859999112936837,12.859999112936837,12.859999112936837,12.859999112936837,0.0
"2,4-dimethylhexane",1,12.785891140783116,12.785891140783116,12.785891140783116,12.785891140783116,0.0
"2,5-dimethylhexane",2,12.750799820971846,12.822258784953991,12.786529302962919,12.786529302962919,0.07145896398214546
"3,3-dimethylhexane",1,12.859999112936837,12.859999112936837,12.859999112936837,12.859999112936837,0.0
"3,4-dimethylhexane",1,12.940041820610373,12.940041820610373,12.940041820610373,12.940041820610373,0.0
3-ethylhexane,1,12.859999112936837,12.859999112936837,12.859999112936837,12.859999112936837,0.0
"2,2,3-trimethylpentane",1,12.859999112936837,12.859999112936837,12.859999112936837,12.859999112936837,0.0
"2,2,4-trimethylpentane",3,12.289454254469225,12.750799820971846,12.585717448245745,12.716898269296165,0.4613455665026205
"2,3,3-trimethylpentane",1,12.940041820610373,12.940041820610373,12.940041820610373,12.940041820610373,0.0
"2,3,4-trimethylpentane",2,12.09274396022317,12.147803737406198,12.120273848814684,12.120273848814684,0.055059777183027236
3-ethyl-2-methylpentane,1,12.859999112936837,12.859999112936837,12.859999112936837,12.859999112936837,0.0
3-ethyl-3-methylpentane,1,12.98260143502917,12.98260143502917,12.98260143502917,12.98260143502917,0.0
"2,2,3,3-tetramethylbutane",1,12.859999112936837,12.859999112936837,12.859999112936837,12.859999112936837,0.0
nonane,6,10.680016342035124,13.284882306902103,12.752615964799267,13.148010024598104,2.6048659648669794
2-methyloctane,1,13.073573213234896,13.073573213234896,13.073573213234896,13.073573213234896,0.0
3-methyloctane,1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
4-methyloctane,2,13.815510557964274,13.825560893817775,13.820535725891023,13.820535725891023,0.010050335853501124
"2,3-dimethylheptane",1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
"2,2-dimethylheptane",1,13.073573213234896,13.073573213234896,13.073573213234896,13.073573213234896,0.0
"2,4-dimethylheptane",1,13.073573213234896,13.073573213234896,13.073573213234896,13.073573213234896,0.0
"2,5-dimethylheptane",1,13.122363377404328,13.122363377404328,13.122363377404328,13.122363377404328,0.0
"2,6-dimethylheptane",1,13.073573213234896,13.073573213234896,13.073573213234896,13.073573213234896,0.0
"3,3-dimethylheptane",1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
"3,4-dimethylheptane",1,13.227723893062155,13.227723893062155,13.227723893062155,13.227723893062155,0.0
"3,5-dimethylheptane",1,13.122363377404328,13.122363377404328,13.122363377404328,13.122363377404328,0.0
"4,4-dimethylheptane",1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
3-ethylheptane,1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
4-ethylheptane,1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
"2,2,3-trimethylhexane",1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
"2,2,4-trimethylhexane",1,13.073573213234896,13.073573213234896,13.073573213234896,13.073573213234896,0.0
"2,2,5-trimethylhexane",2,12.750799820971846,13.17365667179188,12.962228246381862,12.962228246381862,0.4228568508200343
"2,3,3-trimethylhexane",1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
"2,3,4-trimethylhexane",1,13.227723893062155,13.227723893062155,13.227723893062155,13.227723893062155,0.0
"2,3,5-trimethylhexane",1,13.122363377404328,13.122363377404328,13.122363377404328,13.122363377404328,0.0
"2,4,4-trimethylhexane",1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
"3,3,4-trimethylhexane",1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
3-ethyl-2-methylhexane,1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
4-ethyl-2-methylhexane,1,13.122363377404328,13.122363377404328,13.122363377404328,13.122363377404328,0.0
3-ethyl-3-methylhexane,1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
3-ethyl-4-methylhexane,1,13.227723893062155,13.227723893062155,13.227723893062155,13.227723893062155,0.0
"2,2,3,3-tetramethylpentane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,2,3,4-tetramethylpentane",1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
"2,2,4,4-tetramethylpentane",1,13.17365667179188,13.17365667179188,13.17365667179188,13.17365667179188,0.0
"2,3,3,4-tetramethylpentane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"3-ethyl-2,2-dimethylpentane",1,13.227723893062155,13.227723893062155,13.227723893062155,13.227723893062155,0.0
"3-ethyl-2,3-dimethylpentane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"3-ethyl-2,4-dimethylpentane",1,13.227723893062155,13.227723893062155,13.227723893062155,13.227723893062155,0.0
"3,3-diethylpentane",3,11.564218759357779,13.41004544985611,12.18302169263407,11.574800868688316,1.8458266904983311
decane,2,13.073573213234896,13.479038321343062,13.276305767288978,13.276305767288978,0.4054651081081655
2-methylnonane,1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
3-methylnonane,1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
4-methylnonane,1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
5-methylnonane,1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,2-dimethyloctane",1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
"2,3-dimethyloctane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"2,4-dimethyloctane",1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
"2,5-dimethyloctane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,6-dimethyloctane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,7-dimethyloctane",1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
"3,3-dimethyloctane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"3,4-dimethyloctane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"3,5-dimethyloctane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"3,6-dimethyloctane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"4,4-dimethyloctane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"4,5-dimethyloctane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
3-ethyloctane,1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
4-ethyloctane,1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,2,3-trimethylheptane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"2,2,4-trimethylheptane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,2,5-trimethylheptane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,2,6-trimethylheptane",1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
"2,3,3-trimethylheptane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"2,3,4-trimethylheptane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"2,3,5-trimethylheptane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"2,3,6-trimethylheptane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,4,4-trimethylheptane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"2,4,5-trimethylheptane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"2,4,6-trimethylheptane",1,13.227723893062155,13.227723893062155,13.227723893062155,13.227723893062155,0.0
"2,5,5-trimethylheptane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"3,3,4-trimethylheptane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"3,3,5-trimethylheptane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"3,4,4-trimethylheptane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"3,4,5-trimethylheptane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
3-ethyl-2-methylheptane,1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
4-ethyl-2-methylheptane,1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
5-ethyl-2-methylheptane,1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
3-ethyl-3-methylheptane,1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
4-ethyl-3-methylheptane,1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
3-ethyl-5-methylheptane,1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
3-ethyl-4-methylheptane,1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
4-ethyl-4-methylheptane,1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
4-propylheptane,1,13.284882306902103,13.284882306902103,13.284882306902103,13.284882306902103,0.0
4-(1-methylethyl)-heptane,1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"2,2,3,3-tetramethylhexane",1,13.633189001170319,13.633189001170319,13.633189001170319,13.633189001170319,0.0
"2,2,3,4-tetramethylhexane",1,13.633189001170319,13.633189001170319,13.633189001170319,13.633189001170319,0.0
"2,2,3,5-tetramethylhexane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"2,2,4,4-tetramethylhexane",1,13.72020037815995,13.72020037815995,13.72020037815995,13.72020037815995,0.0
"2,2,4,5-tetramethylhexane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"2,2,5,5-tetramethylhexane",1,13.227723893062155,13.227723893062155,13.227723893062155,13.227723893062155,0.0
"2,3,3,4-tetramethylhexane",1,13.633189001170319,13.633189001170319,13.633189001170319,13.633189001170319,0.0
"2,3,3,5-tetramethylhexane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"2,3,4,4-tetramethylhexane",1,13.633189001170319,13.633189001170319,13.633189001170319,13.633189001170319,0.0
"2,3,4,5-tetramethylhexane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"3,3,4,4-tetramethylhexane",1,13.815510557964274,13.815510557964274,13.815510557964274,13.815510557964274,0.0
"3-ethyl-2,2-dimethylhexane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"4-ethyl-2,2-dimethylhexane",1,13.345506928718539,13.345506928718539,13.345506928718539,13.345506928718539,0.0
"3-ethyl-2,3-dimethylhexane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"4-ethyl-2,3-dimethylhexane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"3-ethyl-2,4-dimethylhexane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
"4-ethyl-2,4-dimethylhexane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"3-ethyl-2,5-dimethylhexane",1,13.41004544985611,13.41004544985611,13.41004544985611,13.41004544985611,0.0
"4-ethyl-3,3-dimethylhexane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"3-ethyl-3,4-dimethylhexane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"3,3-diethylhexane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"3,4-diethylhexane",1,13.479038321343062,13.479038321343062,13.479038321343062,13.479038321343062,0.0
2-methyl-3-(1-methylethyl)-hexane,1,13.72020037815995,13.72020037815995,13.72020037815995,13.72020037815995,0.0
"2,2,3,3,4-pentamethylpentane",1,13.815510557964274,13.815510557964274,13.815510557964274,13.815510557964274,0.0
"2,2,3,4,4-pentamethylpentane",1,13.815510557964274,13.815510557964274,13.815510557964274,13.815510557964274,0.0
"3-ethyl-2,2,3-trimethylpentane",1,13.815510557964274,13.815510557964274,13.815510557964274,13.815510557964274,0.0
"3-ethyl-2,2,4-trimethylpentane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
"3-ethyl-2,3,4-trimethylpentane",1,13.72020037815995,13.72020037815995,13.72020037815995,13.72020037815995,0.0
"3,3-diethyl-2-methylpentane",1,13.72020037815995,13.72020037815995,13.72020037815995,13.72020037815995,0.0
"2,4-dimethyl-3-(1-methylethyl)-pentane",1,13.553146293496782,13.553146293496782,13.553146293496782,13.553146293496782,0.0
undecane,2,12.129111604394046,14.431696697388091,13.28040415089107,13.28040415089107,2.302585092994045
dodecane,2,13.479038321343062,13.553146293496782,13.516092307419921,13.516092307419921,0.07410797215372078
"2,2,4,6,6-pentamethylheptane",0,0.0,0.0,0.0,0.0,0.0
tridecane,1,12.356895535264757,12.356895535264757,12.356895535264757,12.356895535264757,0.0
tetradecane,1,11.652187532303737,11.652187532303737,11.652187532303737,11.652187532303737,0.0
pentadecane,1,10.770988120240851,10.770988120240851,10.770988120240851,10.770988120240851,0.0
hexadecane,1,10.054310442270712,10.054310442270712,10.054310442270712,10.054310442270712,0.0
heptadecane,1,8.622553707074063,8.622553707074063,8.622553707074063,8.622553707074063,0.0
octadecane,1,6.812445099177812,6.812445099177812,6.812445099177812,6.812445099177812,0.0
nonadecane,1,5.683979847360021,5.683979847360021,5.683979847360021,5.683979847360021,0.0
eicosane,1,3.506557897319982,3.506557897319982,3.506557897319982,3.506557897319982,0.0
heneicosane,0,0.0,0.0,0.0,0.0,0.0
docosane,0,0.0,0.0,0.0,0.0,0.0
tricosane,0,0.0,0.0,0.0,0.0,0.0
tetracosane,0,0.0,0.0,0.0,0.0,0.0
pentacosane,0,0.0,0.0,0.0,0.0,0.0
hexacosane,0,0.0,0.0,0.0,0.0,0.0
heptacosane,0,0.0,0.0,0.0,0.0,0.0
octacosane,0,0.0,0.0,0.0,0.0,0.0
nonacosane,0,0.0,0.0,0.0,0.0,0.0
triacontane,0,0.0,0.0,0.0,0.0,0.0
dotriacontane,0,0.0,0.0,0.0,0.0,0.0
pentatriacontane,0,0.0,0.0,0.0,0.0,0.0
hexatriacontane,0,0.0,0.0,0.0,0.0,0.0
octatriacontane,0,0.0,0.0,0.0,0.0,0.0
cyclopropane,5,8.947976107508692,9.458801731274683,9.211579925283786,9.115030192171858,0.5108256237659905
cyclobutane,0,0.0,0.0,0.0,0.0,0.0
cyclopentane,5,9.641123288068638,9.864266839382847,9.804470785535159,9.845218644412153,0.22314355131420882
cyclohexane,14,8.047189562170502,10.289150033348113,9.698043076909569,9.826526511399999,2.2419604711776113
cycloheptane,2,6.437751649736401,9.115030192171858,7.77639092095413,7.77639092095413,2.677278542435457
cyclooctane,3,9.230543079293701,9.552830680922959,9.348335808860133,9.261633666363734,0.32228760162925774
methylcyclopentane,2,10.48330604778907,10.519673691959945,10.501489869874508,10.501489869874508,0.036367644170875124
methylcyclohexane,5,8.047189562170502,10.680016342035124,9.475975653533231,9.251162366496438,2.6328267798646223
methylcyclohexane-d14,1,8.078938260485081,8.078938260485081,8.078938260485081,8.078938260485081,0.0
ethylcyclohexane,2,10.381523353479128,10.770988120240851,10.57625573685999,10.57625573685999,0.3894647667617228
methylcycloheptane,0,0.0,0.0,0.0,0.0,0.0
"1,2-dimethylcyclohexane",0,0.0,0.0,0.0,0.0,0.0
"{\it cis}-1,2-dimethylcyclohexane",3,10.4482147279778,10.48330604778907,10.471608941185314,10.48330604778907,0.03509131981126856
"{\it trans}-1,2-dimethylcyclohexane",2,10.770988120240851,10.982297213908058,10.876642667074455,10.876642667074455,0.2113090936672073
"1,4-dimethylcyclohexane",0,0.0,0.0,0.0,0.0,0.0
"{\it trans}-1,4-dimethylcyclohexane",2,11.417615285165903,11.417615285165903,11.417615285165903,11.417615285165903,0.0
"1,1,2-trimethylcyclopentane",0,0.0,0.0,0.0,0.0,0.0
"1,1,3-trimethylcyclopentane",1,11.974960924566787,11.974960924566787,11.974960924566787,11.974960924566787,0.0
"1,1,3-trimethylcyclohexane",0,0.0,0.0,0.0,0.0,0.0
propylcyclopentane,2,11.417615285165903,11.417615285165903,11.417615285165903,11.417615285165903,0.0
pentylcyclopentane,2,12.129111604394046,12.129111604394046,12.129111604394046,12.129111604394046,0.0
cyclooctene,1,8.468403027246806,8.468403027246806,8.468403027246806,8.468403027246806,0.0
decahydronaphthalene,1,9.53884443894822,9.53884443894822,9.53884443894822,9.53884443894822,0.0
octahydro-1H-indene,0,0.0,0.0,0.0,0.0,0.0
($Z$)-bicyclo[4.4.0]decane,0,0.0,0.0,0.0,0.0,0.0
($E$)-bicyclo[4.4.0]decane,0,0.0,0.0,0.0,0.0,0.0
"2,6,6-trimethylbicyclo[3.1.1]heptane",0,0.0,0.0,0.0,0.0,0.0
"1,1'-bicyclohexyl",0,0.0,0.0,0.0,0.0,0.0
cyclododecane,0,0.0,0.0,0.0,0.0,0.0
"octahydro-1,1,2,3,3-pentamethyl-1H-indene",0,0.0,0.0,0.0,0.0,0.0
"1,1':3',1''-tercyclohexane",0,0.0,0.0,0.0,0.0,0.0
"1,1'-(2-methylpentane-2,4-diyl)dicyclohexane",0,0.0,0.0,0.0,0.0,0.0
ethene,14,9.737973114058555,10.26016249647486,9.948016237188453,9.9548362516553,0.5221893824163057
